scenario,cumulative_scope_MtCO2,net_ets_MtCO2,ets_cost_billion_USD,total_cost_billion_USD,avg_cost_per_tonne_USD,overshoot_MtCO2,overshoot_pct,budget_compliant,budget_utilization_pct,total_production_Mt
NGFS_Below2C,1713.1030856416041,595.6030856416043,88.73996422150825,870.7614571235412,890.7800770459131,603.1030856416041,54.333611319063436,False,154.33361131906344,977.5268661275412
NGFS_NDCs,1980.5364188678368,863.0364188678368,59.7265303333807,841.7480232354136,861.0996305093756,870.5364188678368,78.42670440250782,False,178.42670440250782,977.5268661275412
NGFS_NetZero2050,1189.6190560362747,72.11905603627548,9.341220846289028,791.3627137483221,809.555973518451,79.61905603627474,7.172887931195923,False,107.17288793119593,977.5268661275412
