scenario,cumulative_scope_MtCO2,overshoot_MtCO2,overshoot_pct,budget_compliant,budget_utilization_pct
NGFS_Below2C,1713.1030856416041,603.1030856416041,54.333611319063436,False,154.33361131906344
NGFS_NDCs,1980.5364188678368,870.5364188678368,78.42670440250782,False,178.42670440250782
NGFS_NetZero2050,1189.6190560362747,79.61905603627474,7.172887931195923,False,107.17288793119593
