unit_capacity_Mtpy,capex_USD_per_tpy,fixed_opex_USD_per_tpy,electricity_MWh_per_t,fluxes_t_per_t,alloys_USD_per_t,yield_to_crude_steel
2.0,800,80,0.5,0.08,25.0,0.92
